collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2021070566609,2021,070566609,2,1,1,2,48,8,3,0,0,0,0,0,5,8,E01018391,-1,0,0.09283,0.90717,-1
2021010352473,2021,010352473,1,1,1,2,30,6,3,0,0,0,0,0,9,7,E01016470,-1,0,0,1,-1
2021371080436,2021,371080436,2,1,2,1,10,2,3,0,0,2,0,0,9,4,E01030113,3,1,0,1,-1
2021501070003,2021,501070003,1,1,1,1,63,9,3,0,0,0,0,0,9,5,E01018921,3,1,0,1,-1
202163A052221,2021,63A052221,2,1,2,2,59,9,3,0,0,2,1,0,9,-1,-1,-1,0,0.11024,0.88976,-1
2021302101307,2021,302101307,1,1,1,1,48,8,3,0,0,0,0,0,1,9,E01019590,-1,0,0.15283,0.84717,-1
2021501064001,2021,501064001,2,1,1,1,49,8,3,0,0,0,0,0,1,8,E01020107,3,1,0,1,-1
2021010328324,2021,010328324,1,1,2,1,-1,-1,3,0,0,1,0,0,9,3,E01000163,-1,0,0,1,-1
2021138430314,2021,138430314,2,1,1,1,28,6,3,0,0,0,0,0,9,1,E01010730,-1,0,0.06398,0.93602,-1
2021421048142,2021,421048142,1,1,1,2,37,7,2,0,0,0,0,0,9,5,E01016065,7,1,1,0,-1
2021461099026,2021,461099026,2,1,1,2,21,5,2,0,0,0,0,0,3,6,E01024749,7,1,1,0,-1
2021421024297,2021,421024297,1,1,1,1,26,6,2,0,0,0,0,0,5,2,E01022046,7,1,1,0,-1
2021430509164,2021,430509164,1,1,1,1,26,6,3,0,0,0,0,0,5,5,E01016218,-1,0,0.01623,0.98377,-1
2021546451921,2021,546451921,1,1,1,1,47,8,2,0,0,0,0,0,-1,6,E01032109,-1,0,1,0,-1
2021070794701,2021,070794701,1,1,3,1,43,7,2,4,1,0,0,0,0,1,E01018486,-1,0,1,0,-1
202106K079841,2021,06K079841,2,1,2,1,33,6,3,0,0,0,0,0,3,9,E01024918,-1,0,0.14384,0.85616,-1
2021201044462,2021,201044462,1,1,1,1,27,6,3,0,0,0,0,0,3,1,E01009889,3,1,0,1,-1
2021201111115,2021,201111115,1,1,1,1,35,6,3,0,0,0,0,0,9,3,E01010070,3,1,0,1,-1
2021461146834,2021,461146834,1,2,2,2,25,5,3,0,0,1,0,0,9,1,E01016049,3,1,0,1,-1
2021010303865,2021,010303865,1,1,1,1,46,8,2,0,0,0,0,0,1,10,E01030535,-1,0,1,0,-1
2021320398605,2021,320398605,2,1,1,1,70,10,3,0,0,0,0,0,1,4,E01026079,-1,0,0.2,0.8,-1
2021010308784,2021,010308784,1,1,1,1,29,6,2,0,0,0,0,0,3,8,E01024184,-1,0,1,0,-1
202134WNC2941,2021,34WNC2941,3,4,1,1,55,8,3,0,0,0,0,0,9,10,E01025803,-1,0,0.05196,0.94804,-1
2021991031531,2021,991031531,2,2,2,2,3,1,3,0,0,2,0,0,9,1,-1,3,1,0,1,-1
2021010287809,2021,010287809,2,1,1,1,29,6,3,0,0,0,0,0,3,1,E01000891,-1,0,0,1,-1
2021421076805,2021,421076805,1,1,1,1,24,5,3,0,0,0,0,0,5,-1,-1,3,1,0,1,-1
2021552100963,2021,552100963,2,2,1,1,34,6,3,0,0,0,0,0,5,4,E01015382,-1,0,0.11734,0.88266,-1
2021010295854,2021,010295854,1,1,1,1,41,7,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
2021010318277,2021,010318277,1,1,1,2,43,7,3,0,0,0,0,0,9,2,E01003086,-1,0,0,1,-1
2021010318386,2021,010318386,1,1,1,1,50,8,3,0,0,0,0,0,9,6,E01000726,-1,0,0,1,-1
2021991043105,2021,991043105,1,1,2,1,81,11,2,0,0,0,3,0,11,10,-1,7,1,1,0,-1
2021010305431,2021,010305431,3,1,1,1,48,8,3,0,0,0,0,0,19,6,E01030524,-1,0,0,1,-1
2021201115731,2021,201115731,1,1,3,2,41,7,3,6,9,0,0,2,0,1,E01009363,3,1,0,1,-1
2021451052687,2021,451052687,1,1,1,1,49,8,2,0,0,0,0,0,1,8,E01003895,6,1,1,0,-1
2021201026911,2021,201026911,1,1,1,2,33,6,3,0,0,0,0,0,9,1,E01009308,3,1,0,1,-1
2021010337089,2021,010337089,1,1,3,2,54,8,3,5,4,0,0,0,0,3,E01001640,-1,0,0,1,-1
2021501049924,2021,501049924,1,1,3,1,87,11,2,5,1,0,0,0,0,7,E01018970,7,1,1,0,-1
2021461042733,2021,461042733,2,1,1,1,22,5,3,0,0,0,0,0,3,1,E01016049,3,1,0,1,-1
2021440084181,2021,440084181,1,1,1,1,23,5,3,0,0,0,0,0,3,-1,-1,-1,0,0.17327,0.82673,-1
2021201025007,2021,201025007,2,1,1,1,77,11,3,0,0,0,0,0,9,10,E01010297,3,1,0,1,-1
2021411050099,2021,411050099,2,2,2,2,-1,-1,3,0,0,2,0,0,9,8,E01033029,3,1,0,1,-1
2021010295826,2021,010295826,1,1,1,1,39,7,3,0,0,0,0,0,3,6,E01000492,-1,0,0,1,-1
2021010320239,2021,010320239,1,1,1,-1,29,6,3,0,0,0,0,0,8,4,E01001276,-1,0,0,1,-1
2021010331578,2021,010331578,2,1,1,-1,-1,-1,3,0,0,0,0,0,1,-1,-1,-1,0,0,1,-1
2021010339203,2021,010339203,2,4,2,2,23,5,3,0,0,2,0,0,8,7,E01001583,-1,0,0,1,-1
202134WNC3161,2021,34WNC3161,2,1,1,2,46,8,3,0,0,0,0,0,9,9,E01017644,-1,0,0.06941,0.93059,-1
2021401068520,2021,401068520,1,3,2,1,18,4,3,0,0,2,0,0,9,10,E01017604,3,1,0,1,-1
202131C014421,2021,31C014421,2,2,2,2,68,10,3,0,0,0,4,0,11,1,E01013841,-1,0,0.0219,0.9781,-1
20211383R1266,2021,1383R1266,1,1,1,1,16,4,3,0,0,0,0,0,23,3,E01010836,-1,0,0.13386,0.86614,-1
2021161051789,2021,161051789,1,1,3,2,63,9,3,8,7,0,0,2,0,9,E01013015,3,1,0,1,-1
2021010295408,2021,010295408,2,1,1,1,30,6,3,0,0,0,0,0,3,3,E01004600,-1,0,0,1,-1
2021440117048,2021,440117048,1,1,1,1,12,3,3,0,0,0,0,0,1,3,E01032851,-1,0,0.13233,0.86767,-1
2021010341931,2021,010341931,1,1,1,1,24,5,3,0,0,0,0,0,2,5,E01002234,-1,0,0,1,-1
2021201149803,2021,201149803,2,1,1,2,28,6,3,0,0,0,0,0,9,2,E01009985,3,1,0,1,-1
202131B011921,2021,31B011921,2,2,2,1,32,6,3,0,0,1,0,0,9,1,E01007718,-1,0,0.03804,0.96196,-1
2021141022797,2021,141022797,1,1,1,1,44,7,2,0,0,0,0,0,9,7,E01007657,6,1,1,0,-1
2021622100926,2021,622100926,1,1,1,2,21,5,3,0,0,0,0,0,9,7,W01000798,-1,0,0.01773,0.98227,-1
2021221024776,2021,221024776,1,1,1,1,27,6,1,0,0,0,0,0,9,3,E01028880,1,1,0,0,-1
2021122100597,2021,122100597,1,2,2,2,48,8,3,0,0,1,0,0,9,9,E01027791,-1,0,0.11974,0.88026,-1
2021531038858,2021,531038858,1,1,1,1,30,6,3,0,0,0,0,0,9,6,E01022235,3,1,0,1,-1
2021010319190,2021,010319190,1,1,1,1,47,8,3,0,0,0,0,0,1,3,E01003387,-1,0,0,1,-1
2021041051108,2021,041051108,2,1,1,2,22,5,3,0,0,0,0,0,9,8,E01025214,3,1,0,1,-1
2021430474628,2021,430474628,1,1,1,1,29,6,3,0,0,0,0,0,9,5,E01016461,-1,0,0.01465,0.98535,-1
2021320294782,2021,320294782,1,1,3,1,88,11,2,5,9,0,0,0,0,5,E01026243,-1,0,1,0,-1
2021010318495,2021,010318495,2,1,1,2,43,7,3,0,0,0,0,0,3,3,E01002731,-1,0,0,1,-1
2021010340723,2021,010340723,1,1,1,1,30,6,3,0,0,0,0,0,3,-1,-1,-1,0,0,1,-1
2021161078360,2021,161078360,2,2,1,1,50,8,3,0,0,0,0,0,9,10,E01007958,3,1,0,1,-1
2021440464997,2021,440464997,1,2,1,1,37,7,3,0,0,0,0,0,9,5,E01017254,-1,0,0.09738,0.90262,-1
2021371034085,2021,371034085,2,2,1,1,41,7,3,0,0,0,0,0,19,6,E01030150,3,1,0,1,-1
2021070415154,2021,070415154,1,1,1,1,46,8,3,0,0,0,0,0,21,3,W01000059,-1,0,0.06014,0.93986,-1
2021170M11121,2021,170M11121,1,1,1,1,64,9,3,0,0,0,0,0,22,-1,-1,-1,0,0.17698,0.82302,-1
2021361060948,2021,361060948,1,1,1,1,37,7,2,0,0,0,0,0,5,4,E01026466,6,1,1,0,-1
2021430289486,2021,430289486,1,1,1,1,58,9,3,0,0,0,0,0,5,-1,-1,-1,0,0.17567,0.82433,-1
2021361014430,2021,361014430,1,1,1,1,52,8,3,0,0,0,0,0,9,10,E01026811,3,1,0,1,-1
2021101127366,2021,101127366,2,1,1,1,63,9,3,0,0,0,0,0,19,5,-1,3,1,0,1,-1
202131D104921,2021,31D104921,2,3,2,2,35,6,3,0,0,1,0,0,19,10,E01019473,-1,0,0.02949,0.97051,-1
2021122200043,2021,122200043,1,1,1,1,57,9,2,0,0,0,0,0,4,10,E01013387,-1,0,1,0,-1
2021010308770,2021,010308770,2,1,2,1,27,6,3,0,0,2,0,0,8,5,E01000474,-1,0,0,1,-1
2021061093469,2021,061093469,1,1,1,2,63,9,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2021010348550,2021,010348550,2,1,1,1,31,6,2,0,0,0,0,0,5,3,E01023145,-1,0,1,0,-1
2021061061463,2021,061061463,1,1,3,1,24,5,2,5,1,0,0,0,0,1,E01005119,7,1,1,0,-1
202160Z178803,2021,60Z178803,1,1,3,1,12,3,3,10,9,0,0,0,0,-1,-1,-1,0,0.09879,0.90121,-1
2021010350288,2021,010350288,1,1,1,1,23,5,3,0,0,0,0,0,3,7,E01002962,-1,0,0,1,-1
2021010334286,2021,010334286,1,1,1,1,25,5,3,0,0,0,0,0,5,3,E01001930,-1,0,0,1,-1
2021010342331,2021,010342331,1,1,1,2,34,6,3,0,0,0,0,0,9,9,E01024440,-1,0,0,1,-1
2021451096144,2021,451096144,1,2,2,2,44,7,3,0,0,1,0,0,9,3,E01002612,3,1,0,1,-1
2021991031177,2021,991031177,1,4,2,2,15,3,2,0,0,2,0,0,9,2,-1,5,1,1,0,-1
2021461023501,2021,461023501,2,1,2,2,-1,-1,3,0,0,0,4,0,11,-1,-1,3,1,0,1,-1
2021221112500,2021,221112500,1,2,2,1,17,4,2,0,0,1,0,0,9,8,E01032226,7,1,1,0,-1
2021010339316,2021,010339316,2,1,1,1,13,3,3,0,0,0,0,0,1,5,E01001348,-1,0,0,1,-1
2021010302389,2021,010302389,1,1,1,1,39,7,2,0,0,0,0,0,3,2,E01003267,-1,0,1,0,-1
2021161018321,2021,161018321,1,1,1,1,23,5,1,0,0,0,0,0,9,1,E01012944,1,1,0,0,-1
2021211061982,2021,211061982,1,1,1,2,73,10,2,0,0,0,0,0,9,6,E01029670,6,1,1,0,-1
2021991032473,2021,991032473,2,1,1,1,46,8,3,0,0,0,0,0,8,1,-1,3,1,0,1,-1
2021041107477,2021,041107477,1,2,3,1,8,2,3,10,2,0,0,0,0,6,E01012730,3,1,0,1,-1
2021411105668,2021,411105668,1,1,1,1,39,7,3,0,0,0,0,0,9,10,E01023425,3,1,0,1,-1
2021461063330,2021,461063330,2,1,1,2,46,8,3,0,0,0,0,0,9,4,E01024591,3,1,0,1,-1
2021471092779,2021,471092779,2,2,1,2,33,6,3,0,0,0,0,0,9,8,E01021163,3,1,0,1,-1
2021522201554,2021,522201554,1,1,3,1,82,11,3,6,9,0,0,0,0,1,E01014658,-1,0,0.13356,0.86644,-1
2021141102759,2021,141102759,1,1,1,1,22,5,2,0,0,0,0,0,19,1,E01007629,7,1,1,0,-1
2021302101525,2021,302101525,1,1,3,2,58,9,3,8,3,0,0,0,0,2,E01013598,-1,0,0.17855,0.82145,-1
2021440170795,2021,440170795,1,1,1,1,21,5,3,0,0,0,0,0,3,3,E01017239,-1,0,0.11868,0.88132,-1
2021351045948,2021,351045948,1,1,1,1,64,9,3,0,0,0,0,0,5,7,E01023856,3,1,0,1,-1
2021010298196,2021,010298196,1,2,3,1,3,1,3,1,3,0,0,0,0,2,E01033591,-1,0,0,1,-1
2021361045226,2021,361045226,1,1,3,1,52,8,3,5,9,0,0,-1,0,7,E01026856,3,1,0,1,-1
2021141079185,2021,141079185,1,1,3,2,57,9,3,7,9,0,0,0,0,-1,-1,3,1,0,1,-1
2021161028015,2021,161028015,1,1,1,1,17,4,2,0,0,0,0,0,3,3,E01013272,7,1,1,0,-1
2021471090680,2021,471090680,1,1,3,2,40,7,2,6,9,0,0,0,0,2,E01031790,7,1,1,0,-1
202160Z042673,2021,60Z042673,1,1,1,1,17,4,3,0,0,0,0,0,1,-1,-1,-1,0,0.1731,0.8269,-1
2021302101233,2021,302101233,1,1,1,1,20,4,3,0,0,0,0,0,2,10,E01019640,-1,0,0.13315,0.86685,-1
2021010303868,2021,010303868,1,1,1,1,28,6,3,0,0,0,0,0,3,3,E01003989,-1,0,0,1,-1
2021461087334,2021,461087334,2,1,1,2,32,6,3,0,0,0,0,0,9,2,E01024165,3,1,0,1,-1
2021302100602,2021,302100602,1,2,2,2,52,8,3,0,0,0,4,0,11,5,E01019407,-1,0,0.05212,0.94788,-1
2021010329756,2021,010329756,1,1,1,1,43,7,3,0,0,0,0,0,1,4,E01001216,-1,0,0,1,-1
2021131102886,2021,131102886,2,1,1,1,19,4,3,0,0,0,0,0,3,5,E01010603,3,1,0,1,-1
2021061134583,2021,061134583,2,1,1,1,42,7,2,0,0,0,0,0,9,-1,-1,7,1,1,0,-1
2021401052175,2021,401052175,2,2,1,1,28,6,3,0,0,0,0,0,9,10,E01017373,3,1,0,1,-1
2021010321230,2021,010321230,1,1,3,2,32,6,3,10,9,0,0,0,0,3,E01001264,-1,0,0,1,-1
2021622100497,2021,622100497,1,1,3,1,32,6,3,9,5,0,0,0,0,2,W01001872,-1,0,0.04343,0.95657,-1
2021010342719,2021,010342719,1,1,1,1,44,7,3,0,0,0,0,0,2,3,E01000035,-1,0,0,1,-1
2021101133047,2021,101133047,1,1,3,1,75,10,3,5,3,0,0,0,0,1,E01008429,3,1,0,1,-1
2021061049434,2021,061049434,3,3,1,1,42,7,3,0,0,0,0,0,8,1,E01005755,3,1,0,1,-1
2021440294953,2021,440294953,1,1,1,1,28,6,3,0,0,0,0,0,3,1,E01032750,-1,0,0.0561,0.9439,-1
2021161074820,2021,161074820,1,1,1,1,28,6,3,0,0,0,0,0,9,4,E01013106,3,1,0,1,-1
2021211074489,2021,211074489,1,1,1,2,29,6,3,0,0,0,0,0,9,4,E01009229,3,1,0,1,-1
2021411119783,2021,411119783,1,1,1,1,20,4,3,0,0,0,0,0,9,8,E01023576,3,1,0,1,-1
2021522100247,2021,522100247,1,1,1,1,29,6,2,0,0,0,0,0,9,2,E01014517,-1,0,1,0,-1
2021552101272,2021,552101272,1,1,1,2,54,8,3,0,0,0,0,0,9,5,E01020512,-1,0,0.06295,0.93705,-1
2021161084482,2021,161084482,1,1,1,2,33,6,3,0,0,0,0,0,9,6,E01013027,3,1,0,1,-1
2021401118735,2021,401118735,2,1,1,1,26,6,3,0,0,0,0,0,9,10,E01017405,3,1,0,1,-1
2021451100558,2021,451100558,2,1,1,2,48,8,3,0,0,0,0,0,9,4,E01030551,3,1,0,1,-1
2021041095218,2021,041095218,1,1,1,1,37,7,2,0,0,0,0,0,21,3,E01012617,6,1,1,0,-1
2021010333994,2021,010333994,1,1,1,1,52,8,3,0,0,0,0,0,8,4,E01003492,-1,0,0,1,-1
2021401095444,2021,401095444,1,1,3,1,73,10,3,1,1,0,0,0,0,4,E01015804,3,1,0,1,-1
2021010328371,2021,010328371,2,1,1,1,19,4,3,0,0,0,0,0,1,2,E01002737,-1,0,0,1,-1
2021010331660,2021,010331660,2,1,1,1,29,6,3,0,0,0,0,0,1,4,E01000534,-1,0,0,1,-1
2021010345707,2021,010345707,1,1,1,1,43,7,3,0,0,0,0,0,5,6,E01017795,-1,0,0,1,-1
202134NNC1681,2021,34NNC1681,2,1,2,2,50,8,3,0,0,1,0,0,9,3,E01026969,-1,0,0.03104,0.96896,-1
202131A089121,2021,31A089121,1,1,3,1,55,8,2,6,8,0,0,0,0,5,E01028092,-1,0,1,0,-1
2021111137522,2021,111137522,2,1,1,1,47,8,3,0,0,0,0,0,9,1,E01020671,3,1,0,1,-1
2021332100557,2021,332100557,2,2,1,2,41,7,3,0,0,0,0,0,9,9,E01013703,-1,0,0.01152,0.98848,-1
2021501024959,2021,501024959,1,1,1,2,54,8,2,0,0,0,0,0,9,4,E01018880,7,1,1,0,-1
2021221015325,2021,221015325,2,2,1,1,26,6,3,0,0,0,0,0,19,8,E01032446,3,1,0,1,-1
202134WNC7291,2021,34WNC7291,1,1,3,2,27,6,3,5,1,0,0,0,0,-1,-1,-1,0,0.17499,0.82501,-1
202134WNC4041,2021,34WNC4041,2,2,1,1,42,7,3,0,0,0,0,0,8,1,E01032978,-1,0,0.08802,0.91198,-1
2021061081078,2021,061081078,2,1,1,1,23,5,3,0,0,0,0,0,9,4,E01005896,3,1,0,1,-1
2021101088896,2021,101088896,1,1,1,1,32,6,3,0,0,0,0,0,9,4,E01008583,3,1,0,1,-1
2021421101391,2021,421101391,2,1,1,2,37,7,3,0,0,0,0,0,9,2,E01021638,3,1,0,1,-1
2021010304146,2021,010304146,1,1,1,2,24,5,3,0,0,0,0,0,1,6,E01000161,-1,0,0,1,-1
2021430177488,2021,430177488,1,1,1,1,30,6,3,0,0,0,0,0,1,7,E01017909,-1,0,0.05049,0.94951,-1
2021161077928,2021,161077928,1,1,1,2,66,10,2,0,0,0,0,0,3,3,E01012992,7,1,1,0,-1
2021010341015,2021,010341015,2,1,1,1,54,8,2,0,0,0,0,0,5,6,E01003375,-1,0,1,0,-1
2021010316639,2021,010316639,1,1,3,1,12,3,3,5,1,0,0,0,0,5,E01002292,-1,0,0,1,-1
2021052102190,2021,052102190,1,1,3,2,72,10,2,8,3,0,0,0,0,1,E01006560,-1,0,1,0,-1
2021010312539,2021,010312539,2,1,1,1,33,6,2,0,0,0,0,0,3,2,E01000103,-1,0,1,0,-1
2021161018113,2021,161018113,1,1,3,1,46,8,3,5,4,0,0,0,0,3,E01012807,3,1,0,1,-1
2021201146156,2021,201146156,2,1,1,1,30,6,3,0,0,0,0,0,8,1,E01010364,3,1,0,1,-1
2021010311840,2021,010311840,2,1,1,1,24,5,3,0,0,0,0,0,3,2,E01003137,-1,0,0,1,-1
2021111023237,2021,111023237,1,1,1,1,14,3,3,0,0,0,0,0,3,3,E01020884,3,1,0,1,-1
2021547585821,2021,547585821,2,1,1,1,26,6,2,0,0,0,0,0,5,8,E01032033,-1,0,1,0,-1
2021010333534,2021,010333534,1,1,3,2,41,7,2,8,3,0,0,0,0,4,E01001090,-1,0,1,0,-1
2021201050746,2021,201050746,1,1,3,1,36,7,3,9,5,0,0,2,0,3,E01009049,3,1,0,1,-1
2021010329134,2021,010329134,1,1,1,1,40,7,3,0,0,0,0,0,3,-1,-1,-1,0,0,1,-1
2021221035948,2021,221035948,2,1,1,1,27,6,2,0,0,0,0,0,5,5,E01028933,7,1,1,0,-1
2021070328716,2021,070328716,1,4,2,2,19,4,3,0,0,2,0,0,9,1,E01006544,-1,0,0.00925,0.99075,-1
2021131034535,2021,131034535,2,1,2,2,35,6,3,0,0,1,0,0,9,1,E01011375,3,1,0,1,-1
2021201031940,2021,201031940,1,1,1,1,58,9,3,0,0,0,0,0,9,1,E01009539,3,1,0,1,-1
2021010318347,2021,010318347,1,1,3,2,57,9,3,5,1,0,0,0,0,3,E01003989,-1,0,0,1,-1
2021221030692,2021,221030692,2,1,1,1,49,8,2,0,0,0,0,0,1,5,E01028910,7,1,1,0,-1
2021430496360,2021,430496360,2,1,1,1,17,4,3,0,0,0,0,0,3,9,E01016428,-1,0,0.12008,0.87992,-1
20211382I0895,2021,1382I0895,1,1,3,1,9,2,3,1,4,0,0,0,0,7,E01011828,-1,0,0.13052,0.86948,-1
2021010320798,2021,010320798,1,1,1,1,34,6,2,0,0,0,0,0,1,-1,-1,-1,0,1,0,-1
2021522200154,2021,522200154,2,1,1,2,28,6,3,0,0,0,0,0,1,6,E01014648,-1,0,0.08201,0.91799,-1
2021010355170,2021,010355170,1,1,1,1,43,7,3,0,0,0,0,0,3,5,E01001859,-1,0,0,1,-1
2021010331972,2021,010331972,1,1,1,1,66,10,2,0,0,0,0,0,5,8,E01029162,-1,0,1,0,-1
2021010343620,2021,010343620,1,1,1,1,57,9,3,0,0,0,0,0,9,2,E01000151,-1,0,0,1,-1
2021052101123,2021,052101123,2,1,1,1,54,8,3,0,0,0,0,0,9,5,E01007041,-1,0,0.03243,0.96757,-1
2021461068347,2021,461068347,1,1,1,2,78,11,3,0,0,0,0,0,9,3,E01024534,3,1,0,1,-1
2021547082521,2021,547082521,2,2,1,1,41,7,3,0,0,0,0,0,9,9,E01031880,-1,0,0.00733,0.99267,-1
2021522100756,2021,522100756,2,1,1,2,-1,-1,3,0,0,0,0,0,1,-1,-1,-1,0,0.02522,0.97478,-1
2021430289665,2021,430289665,1,1,3,2,74,10,2,5,1,0,0,0,0,5,E01028718,-1,0,1,0,-1
202134WNC1911,2021,34WNC1911,2,2,1,2,55,8,3,0,0,0,0,0,9,6,E01032970,-1,0,0.04062,0.95938,-1
2021440157823,2021,440157823,1,1,1,1,72,10,2,0,0,0,0,0,22,5,E01022542,-1,0,1,0,-1
2021302100347,2021,302100347,1,1,1,1,30,6,3,0,0,0,0,0,5,-1,-1,-1,0,0.19853,0.80147,-1
2021622100811,2021,622100811,1,1,3,1,11,3,2,5,2,0,0,0,0,6,W01001756,-1,0,1,0,-1
2021061109581,2021,061109581,1,1,3,2,20,4,3,1,1,0,0,0,0,2,E01005182,3,1,0,1,-1
2021101047817,2021,101047817,2,1,1,1,28,6,3,0,0,0,0,0,1,2,E01008810,3,1,0,1,-1
2021440390494,2021,440390494,1,1,1,2,20,4,3,0,0,0,0,0,1,6,E01022824,-1,0,0.10996,0.89004,-1
202131D198521,2021,31D198521,1,2,3,2,41,7,2,5,1,0,0,0,0,3,E01004448,-1,0,1,0,-1
2021201099078,2021,201099078,2,2,2,1,-1,-1,3,0,0,1,0,0,9,4,E01010006,3,1,0,1,-1
202131A086121,2021,31A086121,2,1,1,1,80,11,3,0,0,0,0,0,9,4,E01028252,-1,0,0.10196,0.89804,-1
202131D018221,2021,31D018221,2,2,1,2,35,6,3,0,0,0,0,0,9,8,E01025892,-1,0,0.04372,0.95628,-1
2021440282408,2021,440282408,2,3,2,2,57,9,3,0,0,0,0,0,19,10,E01022684,-1,0,0.08509,0.91491,-1
2021421106728,2021,421106728,2,1,1,1,42,7,2,0,0,0,0,0,1,2,E01004467,6,1,1,0,-1
2021421095227,2021,421095227,1,1,1,1,15,3,3,0,0,0,0,0,1,9,E01021428,3,1,0,1,-1
2021221025014,2021,221025014,2,1,1,1,55,8,3,0,0,0,0,0,5,8,E01014188,3,1,0,1,-1
2021122101520,2021,122101520,1,1,1,1,49,8,3,0,0,0,0,0,1,4,E01027710,-1,0,0.08202,0.91798,-1
202131B193621,2021,31B193621,1,1,1,1,26,6,3,0,0,0,0,0,3,3,E01028297,-1,0,0.18483,0.81517,-1
2021411029949,2021,411029949,2,1,1,1,51,8,2,0,0,0,0,0,5,10,E01023685,7,1,1,0,-1
2021161034475,2021,161034475,1,1,2,2,52,8,3,0,0,2,0,0,9,3,E01026025,3,1,0,1,-1
202160Z054455,2021,60Z054455,1,1,1,2,82,11,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2021010330681,2021,010330681,1,1,1,2,28,6,3,0,0,0,0,0,9,1,E01004665,-1,0,0,1,-1
2021131066630,2021,131066630,2,1,2,1,25,5,3,0,0,1,0,0,9,1,E01011497,3,1,0,1,-1
2021201077806,2021,201077806,2,2,1,1,26,6,3,0,0,0,0,0,9,1,E01009299,3,1,0,1,-1
2021231091035,2021,231091035,1,1,1,1,36,7,3,0,0,0,0,0,21,2,E01032461,3,1,0,1,-1
2021010315520,2021,010315520,1,1,1,-1,57,9,3,0,0,0,0,0,9,9,E01000759,-1,0,0,1,-1
2021411068092,2021,411068092,2,2,1,1,34,6,3,0,0,0,0,0,9,8,E01017425,3,1,0,1,-1
2021010305884,2021,010305884,1,1,1,2,39,7,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
2021332100090,2021,332100090,2,2,2,1,27,6,3,0,0,2,0,0,9,1,E01013755,-1,0,0.00362,0.99638,-1
2021440311786,2021,440311786,1,2,2,1,31,6,3,0,0,1,0,0,9,7,E01017367,-1,0,0.15537,0.84463,-1
2021552101339,2021,552101339,2,1,2,2,34,6,3,0,0,1,0,0,9,6,E01015414,-1,0,0.02543,0.97457,-1
2021141080909,2021,141080909,1,1,3,1,12,3,2,9,8,0,0,0,0,7,E01007384,7,1,1,0,-1
2021010302222,2021,010302222,3,1,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1,-1,0,0,1,-1
2021991081885,2021,991081885,2,1,1,1,55,8,2,0,0,0,0,0,4,1,-1,6,1,1,0,-1
2021010324298,2021,010324298,1,1,1,1,32,6,3,0,0,0,0,0,1,6,E01003366,-1,0,0,1,-1
2021122100684,2021,122100684,2,1,1,1,19,4,3,0,0,0,0,0,3,8,E01013450,-1,0,0.04373,0.95627,-1
2021061071956,2021,061071956,1,3,2,1,14,3,3,0,0,2,0,0,9,7,E01025125,3,1,0,1,-1
202131D089621,2021,31D089621,1,1,1,2,20,4,3,0,0,0,0,0,9,10,E01028393,-1,0,0.0247,0.9753,-1
2021421030205,2021,421030205,2,1,1,1,34,6,3,0,0,0,0,0,9,4,E01015972,3,1,0,1,-1
202160Z151168,2021,60Z151168,1,1,1,1,17,4,3,0,0,0,0,0,9,-1,-1,-1,0,0.18706,0.81294,-1
2021131057348,2021,131057348,1,1,1,1,24,5,3,0,0,0,0,0,9,8,E01010859,3,1,0,1,-1
2021991022573,2021,991022573,1,1,1,1,57,9,3,0,0,0,0,0,9,9,-1,3,1,0,1,-1
2021010348663,2021,010348663,1,1,3,2,29,6,3,4,3,0,0,0,0,4,E01003133,-1,0,0,1,-1
2021421042176,2021,421042176,1,1,1,1,33,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2021430309668,2021,430309668,1,1,1,2,35,6,3,0,0,0,0,0,9,10,E01028461,-1,0,0.13903,0.86097,-1
2021451115092,2021,451115092,1,1,1,1,27,6,3,0,0,0,0,0,9,6,E01003378,3,1,0,1,-1
2021471082801,2021,471082801,2,1,1,1,32,6,3,0,0,0,0,0,1,8,E01021061,3,1,0,1,-1
2021471062215,2021,471062215,1,1,3,2,12,3,3,1,9,0,0,0,0,4,E01020952,3,1,0,1,-1
2021421040300,2021,421040300,1,2,3,1,15,3,3,5,1,0,0,0,0,8,E01021347,3,1,0,1,-1
2021010294482,2021,010294482,1,1,1,1,27,6,3,0,0,0,0,0,3,5,E01003415,-1,0,0,1,-1
2021010320066,2021,010320066,1,1,1,1,33,6,3,0,0,0,0,0,3,9,E01003360,-1,0,0,1,-1
2021010322779,2021,010322779,1,1,1,1,54,8,3,0,0,0,0,0,3,4,E01003376,-1,0,0,1,-1
